species,month,pounds_caught,year
wahoo,june,0,2000
crustaceans,june,NA,2000
california spiny lobster,june,0,2000
ridgeback prawn,june,0,2000
northern anchovy,july,789275,2000
california barracuda,july,818,2000
giant sea bass,july,651,2000
blacksmith,july,0,2000
pacific bonito,july,0,2000
butterfish (pacific pompano),july,0,2000
cabezon,july,3236,2000
white croaker,july,117,2000
california moray eel,july,0,2000
unspecified fish,july,0,2000
arrowtooth flounder,july,0,2000
starry flounder,july,0,2000
unspecified flounder,july,9,2000
flyingfish,july,0,2000
kelp greenling,july,0,2000
shovelnose guitarfish,july,285,2000
halfmoon,july,24,2000
california halibut,july,35175,2000
unspecified halibut,july,123,2000
jacksmelt,july,0,2000
lingcod,july,203,2000
california lizardfish,july,0,2000
louvar,july,0,2000
pacific mackerel,july,29,2000
jack mackerel,july,16,2000
opah,july,0,2000
opaleye,july,5,2000
queenfish,july,0,2000
pacific electric ray,july,10,2000
bat ray,july,45,2000
pacific ocean perch rockfish,july,0,2000
black-and-yellow rockfish,july,0,2000
black rockfish,july,0,2000
blackgill rockfish,july,777,2000
blue rockfish,july,0,2000
bocaccio rockfish,july,49,2000
brown rockfish,july,0,2000
canary rockfish,july,0,2000
chilipepper rockfish,july,6,2000
copper rockfish,july,709,2000
cowcod rockfish,july,23,2000
gopher rockfish,july,771,2000
grass rockfish,july,1998,2000
group bolina rockfish,july,40,2000
group canary/vermili rockfish,july,0,2000
group gopher rockfish,july,153,2000
group nearshore rockfish,july,69,2000
group red rockfish,july,802,2000
group rosefish rockfish,july,0,2000
group shelf rockfish,july,152,2000
group slope rockfish,july,0,2000
group small rockfish,july,0,2000
kelp rockfish,july,3,2000
rosethorn rockfish,july,15,2000
rosy rockfish,july,65,2000
splitnose rockfish,july,207,2000
starry rockfish,july,22,2000
treefish rockfish,july,559,2000
unspecified rockfish,july,1477,2000
vermilion rockfish,july,58,2000
widow rockfish,july,22,2000
yellowtail rockfish,july,0,2000
sablefish,july,3609,2000
chinook salmon,july,0,2000
salmon,july,0,2000
sanddab,july,225,2000
pacific sardine,july,283577,2000
california scorpionfish,july,282,2000
white seabass,july,21245,2000
pacific angel shark,july,618,2000
basking shark,july,0,2000
bigeye thresher shark,july,0,2000
blue shark,july,0,2000
brown smoothhound shark,july,51,2000
dusky shark,july,0,2000
gray smoothhound shark,july,3,2000
horn shark,july,0,2000
leopard shark,july,674,2000
pelagic thresher shark,july,0,2000
sevengill shark,july,0,2000
shortfin mako shark,july,1552,2000
sixgill shark,july,15,2000
smooth hammerhead shark,july,0,2000
soupfin shark,july,4795,2000
spiny dogfish shark,july,0,2000
thresher shark,july,4706,2000
unspecified shark,july,0,2000
white shark,july,61,2000
california sheephead,july,7458,2000
silversides,july,0,2000
california skate,july,0,2000
unspecified skate,july,3,2000
true smelts,july,0,2000
dover sole,july,0,2000
english sole,july,0,2000
fantail sole,july,0,2000
petrale sole,july,0,2000
rex sole,july,0,2000
unspecified sole,july,366,2000
black surfperch,july,0,2000
rainbow surfperch,july,0,2000
rubberlip surfperch,july,0,2000
unspecified surfperch,july,0,2000
swordfish,july,0,2000
longspine thornyhead,july,5987,2000
shortspine thornyhead,july,6217,2000
thornyheads,july,1896,2000
pacific tomcod,july,0,2000
albacore tuna,july,157,2000
bluefin tuna,july,0,2000
skipjack tuna,july,0,2000
skipjack tuna,july,0,2000
unspecified tuna,july,0,2000
yellowfin tuna,july,218,2000
ocean whitefish,july,608,2000
pacific whiting,july,0,2000
yellowtail,july,259,2000
crustaceans,july,NA,2000
box crab,july,5,2000
claws crab,july,40,2000
king crab,july,173,2000
pelagic red crab,july,0,2000
red rock crab,july,0,2000
rock unspecified crab,july,61320,2000
spider crab,july,2896,2000
yellow rock crab,july,0,2000
unspecified crustacean,july,0,2000
california spiny lobster,july,0,2000
ridgeback prawn,july,873,2000
spot prawn,july,7475,2000
mantis shrimp,july,0,2000
ocean (pink) shrimp,july,1021,2000
echinoderms,july,NA,2000
unspecified sea cucumber,july,75669,2000
purple sea urchin,july,0,2000
red sea urchin,july,121832,2000
mollusks,july,NA,2000
unspecified clam,july,0,2000
unspecified limpet,july,0,2000
mussel,july,0,2000
unspecified octopus,july,37,2000
sea snail,july,0,2000
moon snails,july,0,2000
jumbo squid,july,0,2000
market squid,july,1631741,2000
kellet's whelk,july,1734,2000
dolphin (fish),july,590,2000
escolar,july,0,2000
oilfish,july,55,2000
california scorpionfish,july,0,2000
shortfin mako shark,july,127,2000
thresher shark,july,0,2000
california sheephead,july,0,2000
swordfish,july,1690,2000
albacore tuna,july,8080,2000
bigeye tuna,july,656,2000
bluefin tuna,july,0,2000
yellowfin tuna,july,35,2000
wahoo,july,27,2000
crustaceans,july,NA,2000
california spiny lobster,july,0,2000
ridgeback prawn,july,0,2000
northern anchovy,august,735579,2000
california barracuda,august,177,2000
giant sea bass,august,154,2000
blacksmith,august,0,2000
pacific bonito,august,0,2000
butterfish (pacific pompano),august,0,2000
cabezon,august,5076,2000
white croaker,august,7,2000
california moray eel,august,0,2000
unspecified fish,august,0,2000
arrowtooth flounder,august,0,2000
starry flounder,august,0,2000
unspecified flounder,august,0,2000
flyingfish,august,5,2000
kelp greenling,august,1,2000
shovelnose guitarfish,august,92,2000
halfmoon,august,55,2000
california halibut,august,15626,2000
unspecified halibut,august,0,2000
jacksmelt,august,0,2000
lingcod,august,17,2000
california lizardfish,august,0,2000
louvar,august,54,2000
pacific mackerel,august,196139,2000
jack mackerel,august,20007,2000
opah,august,40,2000
opaleye,august,0,2000
queenfish,august,0,2000
pacific electric ray,august,170,2000
bat ray,august,25,2000
pacific ocean perch rockfish,august,0,2000
black-and-yellow rockfish,august,10,2000
black rockfish,august,0,2000
blackgill rockfish,august,29,2000
blue rockfish,august,0,2000
bocaccio rockfish,august,30,2000
brown rockfish,august,658,2000
canary rockfish,august,0,2000
chilipepper rockfish,august,1423,2000
copper rockfish,august,402,2000
cowcod rockfish,august,10,2000
gopher rockfish,august,227,2000
grass rockfish,august,5146,2000
group bolina rockfish,august,5,2000
group canary/vermili rockfish,august,0,2000
group gopher rockfish,august,203,2000
group nearshore rockfish,august,31,2000
group red rockfish,august,385,2000
group rosefish rockfish,august,42,2000
group shelf rockfish,august,156,2000
group slope rockfish,august,0,2000
group small rockfish,august,0,2000
kelp rockfish,august,0,2000
rosethorn rockfish,august,0,2000
rosy rockfish,august,0,2000
splitnose rockfish,august,69,2000
starry rockfish,august,0,2000
treefish rockfish,august,142,2000
unspecified rockfish,august,424,2000
vermilion rockfish,august,0,2000
widow rockfish,august,13,2000
yellowtail rockfish,august,8,2000
sablefish,august,1262,2000
chinook salmon,august,0,2000
salmon,august,0,2000
sanddab,august,2,2000
pacific sardine,august,1408037,2000
california scorpionfish,august,778,2000
white seabass,august,4381,2000
pacific angel shark,august,758,2000
basking shark,august,0,2000
bigeye thresher shark,august,0,2000
blue shark,august,0,2000
brown smoothhound shark,august,31,2000
dusky shark,august,0,2000
gray smoothhound shark,august,7,2000
horn shark,august,0,2000
leopard shark,august,219,2000
pelagic thresher shark,august,0,2000
sevengill shark,august,10,2000
shortfin mako shark,august,82,2000
sixgill shark,august,0,2000
smooth hammerhead shark,august,0,2000
soupfin shark,august,3847,2000
spiny dogfish shark,august,0,2000
thresher shark,august,4829,2000
unspecified shark,august,0,2000
white shark,august,0,2000
california sheephead,august,5503,2000
silversides,august,0,2000
california skate,august,0,2000
unspecified skate,august,385,2000
true smelts,august,2,2000
dover sole,august,0,2000
english sole,august,4732,2000
fantail sole,august,0,2000
petrale sole,august,3686,2000
rex sole,august,0,2000
unspecified sole,august,444,2000
black surfperch,august,0,2000
rainbow surfperch,august,0,2000
rubberlip surfperch,august,0,2000
unspecified surfperch,august,5,2000
swordfish,august,10,2000
longspine thornyhead,august,1598,2000
shortspine thornyhead,august,1352,2000
thornyheads,august,669,2000
pacific tomcod,august,0,2000
albacore tuna,august,0,2000
bluefin tuna,august,0,2000
skipjack tuna,august,0,2000
skipjack tuna,august,0,2000
unspecified tuna,august,0,2000
yellowfin tuna,august,0,2000
ocean whitefish,august,390,2000
pacific whiting,august,0,2000
yellowtail,august,314,2000
crustaceans,august,NA,2000
box crab,august,53,2000
claws crab,august,170,2000
king crab,august,268,2000
pelagic red crab,august,0,2000
red rock crab,august,0,2000
rock unspecified crab,august,56422,2000
spider crab,august,2937,2000
yellow rock crab,august,3,2000
unspecified crustacean,august,0,2000
california spiny lobster,august,0,2000
ridgeback prawn,august,212,2000
spot prawn,august,12107,2000
mantis shrimp,august,0,2000
ocean (pink) shrimp,august,570,2000
echinoderms,august,NA,2000
unspecified sea cucumber,august,62765,2000
purple sea urchin,august,0,2000
red sea urchin,august,388896,2000
mollusks,august,NA,2000
unspecified clam,august,0,2000
unspecified limpet,august,0,2000
mussel,august,0,2000
unspecified octopus,august,95,2000
sea snail,august,0,2000
moon snails,august,0,2000
jumbo squid,august,0,2000
market squid,august,60,2000
kellet's whelk,august,3915,2000
dolphin (fish),august,0,2000
escolar,august,0,2000
oilfish,august,0,2000
california scorpionfish,august,0,2000
shortfin mako shark,august,0,2000
thresher shark,august,0,2000
california sheephead,august,0,2000
swordfish,august,0,2000
albacore tuna,august,0,2000
bigeye tuna,august,0,2000
bluefin tuna,august,0,2000
yellowfin tuna,august,0,2000
wahoo,august,0,2000
crustaceans,august,NA,2000
california spiny lobster,august,0,2000
ridgeback prawn,august,0,2000
northern anchovy,september,401055,2000
california barracuda,september,211,2000
giant sea bass,september,9,2000
blacksmith,september,0,2000
pacific bonito,september,289,2000
butterfish (pacific pompano),september,0,2000
cabezon,september,6675,2000
white croaker,september,859,2000
california moray eel,september,0,2000
unspecified fish,september,0,2000
arrowtooth flounder,september,0,2000
starry flounder,september,0,2000
unspecified flounder,september,0,2000
flyingfish,september,0,2000
kelp greenling,september,11,2000
shovelnose guitarfish,september,719,2000
halfmoon,september,314,2000
california halibut,september,8565,2000
unspecified halibut,september,0,2000
jacksmelt,september,1,2000
lingcod,september,18,2000
california lizardfish,september,0,2000
louvar,september,28,2000
pacific mackerel,september,27528,2000
jack mackerel,september,22,2000
opah,september,50,2000
opaleye,september,0,2000
queenfish,september,0,2000
pacific electric ray,september,60,2000
bat ray,september,18,2000
pacific ocean perch rockfish,september,0,2000
black-and-yellow rockfish,september,17,2000
black rockfish,september,0,2000
blackgill rockfish,september,2482,2000
blue rockfish,september,0,2000
bocaccio rockfish,september,27,2000
brown rockfish,september,0,2000
canary rockfish,september,0,2000
chilipepper rockfish,september,0,2000
copper rockfish,september,239,2000
cowcod rockfish,september,31,2000
gopher rockfish,september,667,2000
grass rockfish,september,4515,2000
group bolina rockfish,september,145,2000
group canary/vermili rockfish,september,0,2000
group gopher rockfish,september,113,2000
group nearshore rockfish,september,114,2000
group red rockfish,september,323,2000
group rosefish rockfish,september,666,2000
group shelf rockfish,september,139,2000
group slope rockfish,september,0,2000
group small rockfish,september,0,2000
kelp rockfish,september,4,2000
rosethorn rockfish,september,0,2000
rosy rockfish,september,0,2000
splitnose rockfish,september,211,2000
starry rockfish,september,0,2000
treefish rockfish,september,266,2000
unspecified rockfish,september,1555,2000
vermilion rockfish,september,319,2000
widow rockfish,september,17,2000
yellowtail rockfish,september,0,2000
sablefish,september,6749,2000
chinook salmon,september,860,2000
salmon,september,0,2000
sanddab,september,0,2000
pacific sardine,september,345353,2000
california scorpionfish,september,287,2000
white seabass,september,1194,2000
pacific angel shark,september,777,2000
basking shark,september,0,2000
bigeye thresher shark,september,0,2000
blue shark,september,0,2000
brown smoothhound shark,september,95,2000
dusky shark,september,0,2000
gray smoothhound shark,september,0,2000
horn shark,september,0,2000
leopard shark,september,130,2000
pelagic thresher shark,september,0,2000
sevengill shark,september,0,2000
shortfin mako shark,september,1116,2000
sixgill shark,september,0,2000
smooth hammerhead shark,september,0,2000
soupfin shark,september,997,2000
spiny dogfish shark,september,0,2000
thresher shark,september,6813,2000
unspecified shark,september,0,2000
white shark,september,0,2000
california sheephead,september,9308,2000
silversides,september,5,2000
california skate,september,0,2000
unspecified skate,september,234,2000
true smelts,september,0,2000
dover sole,september,0,2000
english sole,september,0,2000
fantail sole,september,0,2000
petrale sole,september,0,2000
rex sole,september,2,2000
unspecified sole,september,836,2000
black surfperch,september,0,2000
rainbow surfperch,september,0,2000
rubberlip surfperch,september,0,2000
unspecified surfperch,september,0,2000
swordfish,september,350,2000
longspine thornyhead,september,2301,2000
shortspine thornyhead,september,699,2000
thornyheads,september,266,2000
pacific tomcod,september,0,2000
albacore tuna,september,5335,2000
bluefin tuna,september,969,2000
skipjack tuna,september,0,2000
skipjack tuna,september,0,2000
unspecified tuna,september,0,2000
yellowfin tuna,september,0,2000
ocean whitefish,september,854,2000
pacific whiting,september,0,2000
yellowtail,september,925,2000
crustaceans,september,NA,2000
box crab,september,0,2000
claws crab,september,2,2000
king crab,september,167,2000
pelagic red crab,september,0,2000
red rock crab,september,0,2000
rock unspecified crab,september,59754,2000
spider crab,september,2896,2000
yellow rock crab,september,0,2000
unspecified crustacean,september,0,2000
california spiny lobster,september,0,2000
ridgeback prawn,september,785,2000
spot prawn,september,15158,2000
mantis shrimp,september,0,2000
ocean (pink) shrimp,september,41,2000
echinoderms,september,NA,2000
unspecified sea cucumber,september,13689,2000
purple sea urchin,september,0,2000
red sea urchin,september,447407,2000
mollusks,september,NA,2000
unspecified clam,september,0,2000
unspecified limpet,september,0,2000
mussel,september,50,2000
unspecified octopus,september,30,2000
sea snail,september,30,2000
moon snails,september,304,2000
jumbo squid,september,0,2000
market squid,september,2041590,2000
kellet's whelk,september,2888,2000
dolphin (fish),september,0,2000
escolar,september,0,2000
oilfish,september,0,2000
california scorpionfish,september,0,2000
shortfin mako shark,september,0,2000
thresher shark,september,20,2000
california sheephead,september,0,2000
swordfish,september,0,2000
albacore tuna,september,0,2000
bigeye tuna,september,0,2000
bluefin tuna,september,0,2000
yellowfin tuna,september,0,2000
wahoo,september,0,2000
crustaceans,september,NA,2000
california spiny lobster,september,0,2000
ridgeback prawn,september,0,2000
northern anchovy,october,346156,2000
california barracuda,october,199,2000
giant sea bass,october,0,2000
blacksmith,october,0,2000
pacific bonito,october,0,2000
butterfish (pacific pompano),october,80,2000
